galaxy,source_galaxy_name,shell_id,paper_type,paper_type_label,review_hint,ra_deg,dec_deg,velocity_center_kms,diameter_pc,expansion_velocity_kms,position_angle_deg,axis_ratio,galactocentric_radius_kpc,nHI,kinematic_age_myr,log_energy_erg,log_HI_mass,recommended_pv_center_velocity_kms,recommended_pv_spatial_window_kpc,recommended_pv_velocity_window_kms,recommended_major_axis_pa_deg,recommended_minor_axis_pa_deg,generated_patch_count,generated_splits,generated_cut_categories,detected_after_filters,best_split,best_patch_filename,best_cut_category,best_component_id,best_probability_mass,best_max_probability,best_mean_probability,best_area_over_beam,best_velocity_extent_kms,best_spatial_extent_kpc,best_fill_factor,best_probability_mass_density,best_edge_touching,best_velocity_edge_touching,best_velocity_extent_gt_70kms,supporting_candidate_components,supporting_patch_count,overlapping_label_component_count,supporting_cut_categories,candidate_quality_class
ngc_3031,NGC 3031,280,1,type_1_both_sides_stalled_or_no_velocity_caps,Look for a PV cavity/gap where neither side shows a clear expansion cap.,149.09166666666667,69.06630555555556,-114.0,224.0,8.0,18.0,0.6,8.2,-0.1,14.0,1.3,1.1,-114.0,5.0,200.0,18.0,108.0,26,stress,spatial_offset_4pix__shell_major:2;spatial_offset_8pix__shell_major:2;spatial_offset_16pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_007268.npy,spatial_offset_16pix__shell_minor,1,814.529296875,0.9999729990959167,0.9000324010848999,11.17283950617284,47.91666666666667,0.87890625,0.8743961352657005,0.7869848278985507,0,0,0,82,26,29,spatial_offset_4pix__shell_minor:9;spatial_offset_8pix__shell_minor:8;spatial_offset_16pix__shell_minor:6;spatial_offset_16pix__shell_major:6;angle_offset_-45deg:5;angle_offset_-22.5deg:5;centered_positive__shell_minor:4;spatial_offset_4pix__shell_major:4;random_nearby_grazing:4;spatial_offset_8pix__shell_major:4;velocity_offset_-30kms:4;centered_positive__galaxy_major:4;angle_offset_+22.5deg:4;centered_positive__galaxy_minor:3;velocity_offset_-15kms:3;angle_offset_+45deg:3;centered_positive__shell_major:2;velocity_offset_+15kms:2;velocity_offset_+30kms:2,high_confidence_review
ngc_3031,NGC 3031,281,2,type_2_one_side_expanding,Look for a cavity with one visible expanding velocity side.,149.09208333333333,69.03922222222222,-171.0,111.0,13.0,29.0,0.6,7.3,0.0,4.0,0.7,0.2,-171.0,5.0,200.0,29.0,119.0,23,stress,spatial_offset_8pix__shell_major:2;spatial_offset_16pix__shell_major:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_4pix__shell_major:1;spatial_offset_4pix__shell_minor:1;spatial_offset_8pix__shell_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_007283.npy,centered_positive__galaxy_minor,3,366.2149963378906,0.9992560744285583,0.8536480069160461,5.296296296296297,35.41666666666667,0.5859375,0.8411764705882353,0.7180686202703738,0,0,0,67,26,17,spatial_offset_4pix__shell_major:7;spatial_offset_16pix__shell_minor:7;spatial_offset_8pix__shell_major:6;random_nearby_grazing:5;centered_positive__galaxy_minor:4;spatial_offset_8pix__shell_minor:4;spatial_offset_16pix__shell_major:4;angle_offset_+45deg:4;spatial_offset_4pix__shell_minor:4;centered_positive__galaxy_major:4;velocity_offset_-30kms:3;angle_offset_-45deg:3;angle_offset_-22.5deg:2;velocity_offset_-15kms:2;centered_positive__shell_major:2;angle_offset_+22.5deg:2;centered_positive__shell_minor:2;velocity_offset_+30kms:1;velocity_offset_+15kms:1,medium_confidence_review
ngc_3031,NGC 3031,282,1,type_1_both_sides_stalled_or_no_velocity_caps,Look for a PV cavity/gap where neither side shows a clear expansion cap.,149.09666666666666,69.04419444444444,-155.0,155.0,8.0,83.0,0.5,7.6,-0.1,10.0,0.8,0.6,-155.0,5.0,200.0,83.0,173.0,24,stress,spatial_offset_8pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_4pix__shell_major:1;spatial_offset_16pix__shell_major:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_007315.npy,spatial_offset_16pix__shell_major,1,491.843505859375,0.9940019249916077,0.8224807977676392,7.382716049382716,43.75,0.72265625,0.7696267696267697,0.6330032250442407,0,0,0,83,26,12,spatial_offset_8pix__shell_major:9;spatial_offset_16pix__shell_major:8;spatial_offset_4pix__shell_major:8;random_nearby_grazing:7;spatial_offset_8pix__shell_minor:7;spatial_offset_4pix__shell_minor:6;spatial_offset_16pix__shell_minor:4;angle_offset_-22.5deg:4;angle_offset_+22.5deg:3;centered_positive__galaxy_minor:3;velocity_offset_-30kms:3;velocity_offset_-15kms:3;centered_positive__shell_major:3;velocity_offset_+15kms:3;velocity_offset_+30kms:3;centered_positive__shell_minor:3;angle_offset_-45deg:3;angle_offset_+45deg:2;centered_positive__galaxy_major:1,medium_confidence_review
ngc_3031,NGC 3031,283,3,type_3_both_sides_expanding,"Look for both expanding sides, usually the cleanest closed/elliptical PV signature.",149.09750000000003,68.96541666666667,-243.0,131.0,8.0,91.0,0.6,8.1,-0.3,8.0,0.4,0.2,-243.0,5.0,200.0,91.0,1.0,10,stress,spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;centered_positive__shell_minor:1;spatial_offset_16pix__shell_major:1;spatial_offset_16pix__shell_minor:1;angle_offset_-45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1,1,stress,ngc_3031__std_007356.npy,random_nearby_grazing,1,406.832275390625,0.9573384523391724,0.6803215146064758,7.382716049382716,27.083333333333336,1.15234375,0.7796610169491526,0.5304201765197197,0,0,0,26,17,0,spatial_offset_16pix__shell_minor:6;centered_positive__galaxy_minor:3;spatial_offset_4pix__shell_major:2;spatial_offset_4pix__shell_minor:2;angle_offset_-45deg:2;velocity_offset_-30kms:2;random_nearby_grazing:1;centered_positive__shell_major:1;spatial_offset_8pix__shell_major:1;centered_positive__galaxy_major:1;velocity_offset_+15kms:1;centered_positive__shell_minor:1;angle_offset_+22.5deg:1;spatial_offset_8pix__shell_minor:1;angle_offset_+45deg:1,medium_confidence_review
ngc_3031,NGC 3031,284,1,type_1_both_sides_stalled_or_no_velocity_caps,Look for a PV cavity/gap where neither side shows a clear expansion cap.,149.09833333333333,69.08252777777777,-91.0,157.0,8.0,138.0,0.8,9.2,-0.2,10.0,0.7,0.5,-91.0,5.0,200.0,138.0,48.0,25,stress,spatial_offset_4pix__shell_major:2;spatial_offset_16pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_8pix__shell_major:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_007376.npy,angle_offset_+22.5deg,2,828.761962890625,0.9999788403511047,0.8854294419288635,11.555555555555555,50.0,0.95703125,0.7959183673469388,0.7047295602811438,0,0,0,105,26,40,spatial_offset_16pix__shell_major:10;random_nearby_grazing:9;spatial_offset_4pix__shell_minor:8;spatial_offset_4pix__shell_major:8;spatial_offset_8pix__shell_major:7;spatial_offset_8pix__shell_minor:6;velocity_offset_+30kms:6;angle_offset_+22.5deg:5;angle_offset_+45deg:5;centered_positive__shell_major:5;centered_positive__galaxy_minor:5;angle_offset_-22.5deg:5;centered_positive__shell_minor:4;velocity_offset_-15kms:4;velocity_offset_+15kms:4;spatial_offset_16pix__shell_minor:4;centered_positive__galaxy_major:4;velocity_offset_-30kms:3;angle_offset_-45deg:3,high_confidence_review
ngc_3031,NGC 3031,285,2,type_2_one_side_expanding,Look for a cavity with one visible expanding velocity side.,149.10166666666666,69.04083333333332,-160.0,111.0,8.0,112.0,0.6,7.7,-0.2,7.0,0.2,0.1,-160.0,5.0,200.0,112.0,22.0,24,stress,spatial_offset_8pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_4pix__shell_major:1;spatial_offset_16pix__shell_major:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_007399.npy,spatial_offset_16pix__shell_minor,2,548.4973754882812,0.9977331757545471,0.8490671515464783,7.9753086419753085,37.5,0.83984375,0.834625322997416,0.7086529399073401,0,0,0,78,26,22,spatial_offset_8pix__shell_major:9;spatial_offset_4pix__shell_major:7;random_nearby_grazing:7;spatial_offset_16pix__shell_minor:5;spatial_offset_8pix__shell_minor:5;spatial_offset_16pix__shell_major:5;angle_offset_+22.5deg:5;velocity_offset_-30kms:4;spatial_offset_4pix__shell_minor:4;velocity_offset_-15kms:4;angle_offset_+45deg:4;centered_positive__galaxy_minor:3;centered_positive__shell_major:3;angle_offset_-22.5deg:3;centered_positive__galaxy_major:3;velocity_offset_+15kms:2;angle_offset_-45deg:2;velocity_offset_+30kms:2;centered_positive__shell_minor:1,high_confidence_review
ngc_3031,NGC 3031,286,1,type_1_both_sides_stalled_or_no_velocity_caps,Look for a PV cavity/gap where neither side shows a clear expansion cap.,149.10166666666666,69.0825,-91.0,206.0,8.0,145.0,0.8,9.4,-0.2,13.0,1.0,0.9,-91.0,5.0,200.0,145.0,55.0,25,stress,spatial_offset_4pix__shell_major:2;spatial_offset_8pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_16pix__shell_major:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_007420.npy,spatial_offset_4pix__shell_minor,4,794.08203125,0.9986103773117065,0.8593961596488953,11.407407407407407,43.75,1.03515625,0.8301886792452831,0.7134609445193172,0,0,0,106,26,38,spatial_offset_4pix__shell_minor:10;spatial_offset_8pix__shell_minor:9;spatial_offset_16pix__shell_major:9;spatial_offset_8pix__shell_major:8;spatial_offset_4pix__shell_major:8;random_nearby_grazing:8;spatial_offset_16pix__shell_minor:6;angle_offset_+45deg:5;angle_offset_+22.5deg:4;centered_positive__shell_minor:4;centered_positive__shell_major:4;centered_positive__galaxy_minor:4;centered_positive__galaxy_major:4;velocity_offset_-15kms:4;velocity_offset_-30kms:4;velocity_offset_+15kms:4;velocity_offset_+30kms:4;angle_offset_-22.5deg:4;angle_offset_-45deg:3,high_confidence_review
ngc_3031,NGC 3031,287,1,type_1_both_sides_stalled_or_no_velocity_caps,Look for a PV cavity/gap where neither side shows a clear expansion cap.,149.10583333333332,68.99333333333334,-227.0,155.0,8.0,52.0,0.5,7.5,-0.3,10.0,0.5,0.4,-227.0,5.0,200.0,52.0,142.0,19,stress,spatial_offset_4pix__shell_major:2;spatial_offset_8pix__shell_major:2;spatial_offset_16pix__shell_major:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1,1,stress,ngc_3031__std_007456.npy,velocity_offset_-30kms,1,490.4813232421875,0.9997316598892212,0.8530110120773315,7.098765432098766,41.66666666666667,0.703125,0.7986111111111112,0.6812240600585937,0,0,0,31,21,3,velocity_offset_-30kms:3;spatial_offset_16pix__shell_major:3;spatial_offset_8pix__shell_minor:3;velocity_offset_-15kms:3;spatial_offset_4pix__shell_major:3;angle_offset_-45deg:2;angle_offset_+45deg:2;random_nearby_grazing:2;spatial_offset_8pix__shell_major:2;spatial_offset_4pix__shell_minor:2;velocity_offset_+30kms:1;angle_offset_+22.5deg:1;centered_positive__shell_major:1;centered_positive__galaxy_minor:1;spatial_offset_16pix__shell_minor:1;velocity_offset_+15kms:1,medium_confidence_review
ngc_3031,NGC 3031,288,2,type_2_one_side_expanding,Look for a cavity with one visible expanding velocity side.,149.10625000000002,68.90958333333334,-212.0,165.0,10.0,93.0,0.7,11.1,-0.6,8.0,0.5,0.2,-212.0,5.0,200.0,93.0,3.0,10,stress,random_nearby_grazing:2;centered_positive__shell_major:1;spatial_offset_4pix__shell_major:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1,1,stress,ngc_3031__std_007487.npy,random_nearby_grazing,1,99.14572143554688,0.9113004803657532,0.6158119440078735,1.9876543209876543,25.0,0.3515625,0.7453703703703703,0.4590079696090133,0,0,0,25,12,5,random_nearby_grazing:5;velocity_offset_-30kms:4;velocity_offset_-15kms:4;spatial_offset_16pix__shell_major:3;spatial_offset_4pix__shell_major:2;centered_positive__shell_major:2;velocity_offset_+15kms:2;angle_offset_+45deg:2;angle_offset_-22.5deg:1,low_confidence_review
ngc_3031,NGC 3031,289,1,type_1_both_sides_stalled_or_no_velocity_caps,Look for a PV cavity/gap where neither side shows a clear expansion cap.,149.10625000000002,69.04666666666667,-153.0,111.0,8.0,2.0,0.6,8.0,-0.1,7.0,0.3,0.2,-153.0,5.0,200.0,2.0,92.0,24,stress,spatial_offset_4pix__shell_major:2;spatial_offset_8pix__shell_major:2;spatial_offset_16pix__shell_major:2;spatial_offset_4pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_8pix__shell_minor:1;spatial_offset_16pix__shell_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_007491.npy,centered_positive__galaxy_minor,1,524.6776123046875,0.9998175501823425,0.8587194681167603,7.54320987654321,41.66666666666667,0.76171875,0.7833333333333333,0.6726636055188301,0,0,0,64,26,19,spatial_offset_16pix__shell_minor:8;spatial_offset_8pix__shell_minor:7;spatial_offset_4pix__shell_minor:7;spatial_offset_16pix__shell_major:5;spatial_offset_8pix__shell_major:4;spatial_offset_4pix__shell_major:4;centered_positive__galaxy_minor:3;angle_offset_-45deg:3;centered_positive__shell_minor:3;random_nearby_grazing:3;centered_positive__galaxy_major:3;angle_offset_-22.5deg:3;velocity_offset_-30kms:2;velocity_offset_-15kms:2;angle_offset_+22.5deg:2;angle_offset_+45deg:2;centered_positive__shell_major:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,high_confidence_review
ngc_3031,NGC 3031,290,2,type_2_one_side_expanding,Look for a cavity with one visible expanding velocity side.,149.10708333333335,69.07583333333334,-101.0,129.0,15.0,63.0,0.7,9.3,-0.1,4.0,0.9,0.3,-101.0,5.0,200.0,63.0,153.0,26,stress,spatial_offset_4pix__shell_major:2;spatial_offset_8pix__shell_major:2;spatial_offset_16pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_007530.npy,angle_offset_-45deg,1,809.0099487304688,0.9999797344207764,0.8909801244735718,11.209876543209877,50.0,0.87890625,0.8407407407407408,0.7490832858615452,0,0,0,85,26,25,spatial_offset_8pix__shell_minor:9;spatial_offset_4pix__shell_minor:9;spatial_offset_4pix__shell_major:7;spatial_offset_8pix__shell_major:7;spatial_offset_16pix__shell_major:7;random_nearby_grazing:5;centered_positive__galaxy_major:5;centered_positive__shell_minor:5;angle_offset_+45deg:4;spatial_offset_16pix__shell_minor:4;angle_offset_-45deg:3;velocity_offset_-15kms:3;centered_positive__shell_major:3;angle_offset_+22.5deg:3;angle_offset_-22.5deg:3;centered_positive__galaxy_minor:2;velocity_offset_-30kms:2;velocity_offset_+15kms:2;velocity_offset_+30kms:2,high_confidence_review
ngc_3031,NGC 3031,291,3,type_3_both_sides_expanding,"Look for both expanding sides, usually the cleanest closed/elliptical PV signature.",149.10750000000002,69.10624999999999,-37.0,88.0,10.0,13.0,0.8,10.9,-0.2,4.0,0.1,-0.2,-37.0,5.0,200.0,13.0,103.0,25,stress,spatial_offset_4pix__shell_major:2;spatial_offset_8pix__shell_major:2;spatial_offset_16pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_16pix__shell_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_007557.npy,angle_offset_-22.5deg,1,754.8021240234375,0.9989225268363953,0.7995785474777222,11.654320987654321,45.833333333333336,1.42578125,0.5877957658779577,0.4699888692549424,0,0,0,78,26,12,spatial_offset_16pix__shell_major:8;spatial_offset_4pix__shell_minor:7;spatial_offset_16pix__shell_minor:6;spatial_offset_8pix__shell_major:6;random_nearby_grazing:6;spatial_offset_4pix__shell_major:5;spatial_offset_8pix__shell_minor:5;centered_positive__galaxy_major:4;angle_offset_+22.5deg:4;angle_offset_-22.5deg:3;centered_positive__shell_major:3;velocity_offset_-15kms:3;velocity_offset_+15kms:3;velocity_offset_-30kms:3;angle_offset_+45deg:3;centered_positive__shell_minor:3;centered_positive__galaxy_minor:2;angle_offset_-45deg:2;velocity_offset_+30kms:2,high_confidence_review
ngc_3031,NGC 3031,292,1,type_1_both_sides_stalled_or_no_velocity_caps,Look for a PV cavity/gap where neither side shows a clear expansion cap.,149.10791666666665,68.96622222222223,-238.0,93.0,8.0,17.0,0.6,8.3,-0.4,6.0,-0.2,-0.3,-238.0,5.0,200.0,17.0,107.0,8,stress,random_nearby_grazing:2;centered_positive__shell_major:1;spatial_offset_4pix__shell_major:1;spatial_offset_8pix__shell_major:1;spatial_offset_16pix__shell_major:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1,1,stress,ngc_3031__std_007579.npy,spatial_offset_8pix__shell_minor,1,305.925048828125,0.9756877422332764,0.7479829788208008,5.049382716049383,29.166666666666668,0.703125,0.8115079365079365,0.606994144500248,0,0,0,33,15,1,spatial_offset_8pix__shell_major:7;spatial_offset_4pix__shell_major:6;random_nearby_grazing:5;velocity_offset_+15kms:2;velocity_offset_-30kms:2;velocity_offset_-15kms:2;centered_positive__shell_major:2;spatial_offset_16pix__shell_major:2;angle_offset_+22.5deg:2;spatial_offset_8pix__shell_minor:1;spatial_offset_16pix__shell_minor:1;angle_offset_-22.5deg:1,medium_confidence_review
ngc_3031,NGC 3031,293,3,type_3_both_sides_expanding,"Look for both expanding sides, usually the cleanest closed/elliptical PV signature.",149.10916666666668,69.08622222222222,-83.0,111.0,8.0,73.0,0.6,9.8,-0.3,7.0,0.1,0.0,-83.0,5.0,200.0,73.0,163.0,26,stress,spatial_offset_4pix__shell_major:2;spatial_offset_8pix__shell_major:2;spatial_offset_16pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_007608.npy,angle_offset_-45deg,1,776.3485717773438,0.9999673366546631,0.8723017573356628,10.987654320987655,50.0,0.9375,0.7725694444444444,0.6739136907789443,0,0,0,109,26,31,spatial_offset_8pix__shell_major:11;random_nearby_grazing:10;spatial_offset_4pix__shell_minor:8;spatial_offset_16pix__shell_minor:8;spatial_offset_4pix__shell_major:7;spatial_offset_16pix__shell_major:7;spatial_offset_8pix__shell_minor:7;velocity_offset_-15kms:5;velocity_offset_-30kms:5;velocity_offset_+15kms:5;centered_positive__shell_major:5;velocity_offset_+30kms:5;centered_positive__galaxy_major:5;centered_positive__galaxy_minor:4;centered_positive__shell_minor:4;angle_offset_-22.5deg:4;angle_offset_+45deg:4;angle_offset_-45deg:3;angle_offset_+22.5deg:2,high_confidence_review
ngc_3031,NGC 3031,294,2,type_2_one_side_expanding,Look for a cavity with one visible expanding velocity side.,149.10916666666668,69.03538888888889,-168.0,129.0,8.0,44.0,0.7,7.8,-0.3,8.0,0.3,0.1,-168.0,5.0,200.0,44.0,134.0,26,stress,spatial_offset_4pix__shell_major:2;spatial_offset_8pix__shell_major:2;spatial_offset_16pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_007638.npy,velocity_offset_-30kms,2,626.27978515625,0.9952030777931213,0.7731848955154419,10.0,33.333333333333336,1.40625,0.703125,0.5436456468370225,0,0,0,81,26,21,spatial_offset_8pix__shell_major:8;spatial_offset_16pix__shell_major:8;random_nearby_grazing:6;spatial_offset_8pix__shell_minor:6;spatial_offset_4pix__shell_major:5;angle_offset_-22.5deg:5;spatial_offset_4pix__shell_minor:5;velocity_offset_-15kms:4;angle_offset_-45deg:4;spatial_offset_16pix__shell_minor:4;centered_positive__galaxy_major:4;centered_positive__shell_minor:4;velocity_offset_-30kms:3;centered_positive__galaxy_minor:3;centered_positive__shell_major:3;velocity_offset_+15kms:3;angle_offset_+22.5deg:2;angle_offset_+45deg:2;velocity_offset_+30kms:2,high_confidence_review
ngc_3031,NGC 3031,295,1,type_1_both_sides_stalled_or_no_velocity_caps,Look for a PV cavity/gap where neither side shows a clear expansion cap.,149.11124999999998,68.92952777777778,-222.0,204.0,8.0,115.0,0.6,10.0,-0.7,13.0,0.5,0.4,-222.0,5.0,200.0,115.0,25.0,4,stress,centered_positive__shell_major:1;spatial_offset_16pix__shell_minor:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1,1,stress,ngc_3031__std_007664.npy,velocity_offset_-30kms,1,253.38839721679688,0.9913275241851807,0.7869204878807068,3.9753086419753085,31.250000000000004,0.546875,0.7666666666666667,0.6033057076590401,0,0,0,17,12,0,spatial_offset_4pix__shell_major:3;spatial_offset_8pix__shell_major:3;centered_positive__galaxy_major:2;random_nearby_grazing:2;velocity_offset_-30kms:1;angle_offset_-45deg:1;spatial_offset_16pix__shell_major:1;spatial_offset_8pix__shell_minor:1;velocity_offset_+30kms:1;centered_positive__shell_major:1;velocity_offset_-15kms:1,medium_confidence_review
ngc_3031,NGC 3031,296,3,type_3_both_sides_expanding,"Look for both expanding sides, usually the cleanest closed/elliptical PV signature.",149.1125,69.05663888888888,-135.0,122.0,8.0,49.0,0.8,8.6,-0.1,7.0,0.4,0.3,-135.0,5.0,200.0,49.0,139.0,24,stress,spatial_offset_4pix__shell_major:2;spatial_offset_4pix__shell_minor:2;spatial_offset_8pix__shell_minor:2;spatial_offset_16pix__shell_minor:2;random_nearby_grazing:2;centered_positive__shell_major:1;centered_positive__shell_minor:1;centered_positive__galaxy_major:1;centered_positive__galaxy_minor:1;spatial_offset_8pix__shell_major:1;spatial_offset_16pix__shell_major:1;angle_offset_-45deg:1;angle_offset_-22.5deg:1;angle_offset_+22.5deg:1;angle_offset_+45deg:1;velocity_offset_-30kms:1;velocity_offset_-15kms:1;velocity_offset_+15kms:1;velocity_offset_+30kms:1,1,stress,ngc_3031__std_007679.npy,spatial_offset_16pix__shell_major,3,808.71240234375,0.9970216155052185,0.8441674113273621,11.82716049382716,41.66666666666667,1.23046875,0.7603174603174603,0.6418352399553572,0,0,0,92,26,17,spatial_offset_4pix__shell_major:11;spatial_offset_8pix__shell_major:10;random_nearby_grazing:9;spatial_offset_16pix__shell_minor:8;spatial_offset_16pix__shell_major:6;centered_positive__galaxy_minor:5;velocity_offset_+30kms:5;centered_positive__shell_major:4;velocity_offset_-15kms:4;velocity_offset_-30kms:4;velocity_offset_+15kms:4;angle_offset_-45deg:4;spatial_offset_8pix__shell_minor:4;angle_offset_+22.5deg:3;angle_offset_+45deg:3;centered_positive__galaxy_major:3;angle_offset_-22.5deg:2;spatial_offset_4pix__shell_minor:2;centered_positive__shell_minor:1,high_confidence_review
