split,galaxy,cut_category,threshold,patches,positive_patches,negative_patches,patch_tp,patch_fp,patch_fn,patch_tn,pixel_tp,pixel_fp,pixel_fn,patch_precision,patch_recall,patch_f1,pixel_precision,pixel_recall,pixel_f1
val,ngc_4736,angle_offset_-45deg,0.075,48,48,0,46,0,2,0,3018,12380,1796,1.0,0.9583333333333334,0.9787234042553191,0.19599948045200674,0.6269214790195263,0.2986344745695626
val,ngc_4736,background_random_negative,0.05,192,2,190,2,74,0,116,130,13986,26,0.02631578947368421,1.0,0.05128205128205127,0.00920940776423916,0.8333333333333334,0.018217488789237665
val,ngc_4736,background_random_negative,0.075,192,2,190,2,72,0,118,130,13304,26,0.02702702702702703,1.0,0.052631578947368425,0.009676939109721602,0.8333333333333334,0.01913171449595291
val,ngc_4736,centered_positive__galaxy_major,0.05,48,48,0,48,0,0,0,3448,30430,738,1.0,1.0,1.0,0.1017769644016766,0.8236980410893454,0.18116855821773856
val,ngc_4736,centered_positive__galaxy_major,0.075,48,48,0,48,0,0,0,3424,29622,762,1.0,1.0,1.0,0.10361314531259457,0.8179646440516005,0.18392780403953587
val,ngc_4736,centered_positive__galaxy_minor,0.05,48,48,0,48,0,0,0,2360,10096,2468,1.0,1.0,1.0,0.1894669235709698,0.4888152444076222,0.27308493404304557
val,ngc_4736,centered_positive__galaxy_minor,0.075,48,48,0,48,0,0,0,2306,9712,2522,1.0,1.0,1.0,0.19187884839407554,0.4776304888152444,0.27377418971862755
val,ngc_4736,centered_positive__shell_major,0.05,48,48,0,48,0,0,0,2670,14746,2088,1.0,1.0,1.0,0.15330730362884704,0.5611601513240857,0.24082258500947057
val,ngc_4736,centered_positive__shell_major,0.075,48,48,0,48,0,0,0,2618,14206,2140,1.0,1.0,1.0,0.15561103185924868,0.5502311895754519,0.2426095820591233
val,ngc_4736,centered_positive__shell_minor,0.05,48,48,0,48,0,0,0,3056,17686,844,1.0,1.0,1.0,0.14733391186963649,0.7835897435897435,0.24803181559938317
val,ngc_4736,centered_positive__shell_minor,0.075,48,48,0,48,0,0,0,3012,17184,888,1.0,1.0,1.0,0.14913844325609033,0.7723076923076924,0.25000000000000006
val,ngc_4736,fine_grid_deployment_like,0.05,190,8,182,8,50,0,132,246,11100,180,0.13793103448275862,1.0,0.2424242424242424,0.02168164992067689,0.5774647887323944,0.0417940876656473
val,ngc_4736,fine_grid_deployment_like,0.075,190,8,182,8,48,0,134,242,10652,184,0.14285714285714285,1.0,0.25,0.02221406278685515,0.568075117370892,0.04275618374558304
val,ngc_4736,random_nearby_grazing,0.05,96,96,0,94,0,2,0,3090,26392,3648,1.0,0.9791666666666666,0.9894736842105264,0.10480971440200801,0.45859305431878894,0.1706239646604086
val,ngc_4736,random_nearby_grazing,0.075,96,96,0,94,0,2,0,3042,25384,3696,1.0,0.9791666666666666,0.9894736842105264,0.10701470484767467,0.4514692787177204,0.17301785917415538
val,ngc_4736,spatial_offset_16pix__shell_major,0.05,96,34,62,34,62,0,0,1580,23624,1244,0.3541666666666667,1.0,0.5230769230769231,0.06268846214886525,0.5594900849858357,0.11274439845868416
val,ngc_4736,spatial_offset_16pix__shell_major,0.075,96,34,62,34,62,0,0,1556,22718,1268,0.3541666666666667,1.0,0.5230769230769231,0.0641015077861086,0.5509915014164306,0.11484242379511406
val,ngc_4736,spatial_offset_16pix__shell_minor,0.05,96,50,46,50,46,0,0,2102,32014,950,0.5208333333333334,1.0,0.684931506849315,0.06161331926368859,0.6887287024901704,0.11310804993542832
val,ngc_4736,spatial_offset_16pix__shell_minor,0.075,96,50,46,50,46,0,0,2086,30928,966,0.5208333333333334,1.0,0.684931506849315,0.06318531532077301,0.6834862385321101,0.11567681472855322
val,ngc_4736,spatial_offset_4pix__shell_major,0.05,96,68,28,66,28,2,0,2650,28050,3414,0.7021276595744681,0.9705882352941176,0.8148148148148149,0.08631921824104234,0.43700527704485487,0.14416276792514415
val,ngc_4736,spatial_offset_4pix__shell_major,0.075,96,68,28,66,28,2,0,2576,27024,3488,0.7021276595744681,0.9705882352941176,0.8148148148148149,0.08702702702702703,0.42480211081794195,0.14445939883355763
val,ngc_4736,spatial_offset_4pix__shell_minor,0.05,96,84,12,84,12,0,0,4402,36768,1816,0.875,1.0,0.9333333333333333,0.10692251639543357,0.7079446767449341,0.18578543091077912
val,ngc_4736,spatial_offset_4pix__shell_minor,0.075,96,84,12,84,12,0,0,4324,35536,1894,0.875,1.0,0.9333333333333333,0.10847967887606623,0.6954004503055645,0.187681757020704
val,ngc_4736,spatial_offset_8pix__shell_major,0.05,96,50,46,50,46,0,0,2386,28690,2360,0.5208333333333334,1.0,0.684931506849315,0.0767795083022268,0.5027391487568479,0.13321422589470158
val,ngc_4736,spatial_offset_8pix__shell_major,0.075,96,50,46,50,46,0,0,2342,27688,2404,0.5208333333333334,1.0,0.684931506849315,0.07798867798867799,0.49346818373367046,0.13469059121233037
val,ngc_4736,spatial_offset_8pix__shell_minor,0.05,96,52,44,52,42,0,2,3958,33698,1240,0.5531914893617021,1.0,0.7123287671232876,0.10510941151476524,0.761446710273182,0.18472021281560647
val,ngc_4736,spatial_offset_8pix__shell_minor,0.075,96,52,44,52,42,0,2,3906,32598,1292,0.5531914893617021,1.0,0.7123287671232876,0.10700197238658778,0.7514428626394767,0.18732914488513738
val,ngc_4736,velocity_offset_+15kms,0.05,48,48,0,48,0,0,0,2598,14418,2120,1.0,1.0,1.0,0.15267983074753175,0.5506570580754557,0.23907242109137758
val,ngc_4736,velocity_offset_+15kms,0.075,48,48,0,48,0,0,0,2532,13880,2186,1.0,1.0,1.0,0.15427735803070924,0.5366680796947859,0.23965925224798865
val,ngc_4736,velocity_offset_+30kms,0.05,48,46,2,46,2,0,0,2440,16946,2094,0.9583333333333334,1.0,0.9787234042553191,0.12586402558547405,0.5381561535068372,0.2040133779264214
val,ngc_4736,velocity_offset_+30kms,0.075,48,46,2,46,2,0,0,2384,16310,2150,0.9583333333333334,1.0,0.9787234042553191,0.12752754894618595,0.5258050286722541,0.20526950232478047
val,ngc_4736,velocity_offset_-15kms,0.05,48,48,0,48,0,0,0,2584,14878,2064,1.0,1.0,1.0,0.14797846752949262,0.5559380378657487,0.23374038896426955
val,ngc_4736,velocity_offset_-15kms,0.075,48,48,0,48,0,0,0,2510,14294,2138,1.0,1.0,1.0,0.14936919781004523,0.5400172117039587,0.23401081484243894
val,ngc_4736,velocity_offset_-30kms,0.05,48,48,0,48,0,0,0,2750,14754,1648,1.0,1.0,1.0,0.15710694698354663,0.6252842201000455,0.2511186193041731
val,ngc_4736,velocity_offset_-30kms,0.075,48,48,0,48,0,0,0,2678,14136,1720,1.0,1.0,1.0,0.1592720352087546,0.6089131423374261,0.25249858570620404
